epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.09309,0.45877,0.48213,0.95178,0.99708,1,0.995,0.91374,0.42622,0.51592,0.91493,2e-05,2e-05,2e-05
2,8.1744,0.40706,0.44325,0.89523,0.99709,1,0.995,0.94258,0.40345,0.49175,0.90168,5.8812e-05,5.8812e-05,5.8812e-05
3,12.7651,0.36025,0.46044,0.96919,0.99713,1,0.995,0.92933,0.42451,0.49442,0.92931,9.604e-05,9.604e-05,9.604e-05
4,16.7403,0.35279,0.42724,0.92147,0.99718,1,0.995,0.90641,0.47104,0.5138,0.98666,0.000131684,0.000131684,0.000131684
5,20.6899,0.36842,0.41766,0.87789,0.99719,1,0.995,0.88934,0.52496,0.58724,1.04993,0.000165744,0.000165744,0.000165744
6,24.71,0.41299,0.44953,0.89673,0.99718,1,0.995,0.88875,0.54051,0.63791,1.05933,0.00019822,0.00019822,0.00019822
7,28.5997,0.46114,0.50178,1.02683,0.99715,1,0.995,0.89044,0.50564,0.58405,0.99648,0.000229112,0.000229112,0.000229112
8,32.5539,0.5495,0.59751,1.13118,0.99704,1,0.995,0.8799,0.51798,0.51141,0.96724,0.00025842,0.00025842,0.00025842
9,37.2497,0.47539,0.47135,1.03071,0.99699,1,0.995,0.87629,0.5473,0.50333,0.9694,0.000286144,0.000286144,0.000286144
10,41.0928,0.34507,0.40893,0.82665,0.99697,1,0.995,0.86926,0.58296,0.50411,0.97723,0.000312284,0.000312284,0.000312284
11,44.984,0.47708,0.46088,0.87596,0.99697,1,0.995,0.87035,0.56174,0.50679,0.97063,0.00033684,0.00033684,0.00033684
12,48.8754,0.44272,0.53833,1.031,0.99691,1,0.995,0.89701,0.51557,0.49407,0.94253,0.000359812,0.000359812,0.000359812
13,52.7607,0.50846,0.47595,0.94582,0.99683,1,0.995,0.88029,0.52458,0.49331,0.94534,0.0003812,0.0003812,0.0003812
14,56.6999,0.44936,0.44537,0.85105,0.99677,1,0.995,0.88873,0.5157,0.49454,0.95182,0.000401004,0.000401004,0.000401004
15,60.6165,0.41994,0.4891,1.00197,0.99671,1,0.995,0.9048,0.50033,0.48199,0.9302,0.000419224,0.000419224,0.000419224
16,64.5655,0.38602,0.42429,0.90066,0.99689,1,0.995,0.88953,0.50778,0.49641,0.92981,0.00043586,0.00043586,0.00043586
17,68.4652,0.50938,0.48692,0.89536,0.99658,1,0.995,0.88984,0.55709,0.5103,0.97022,0.000450912,0.000450912,0.000450912
18,72.4206,0.46456,0.49507,0.88339,0.99686,1,0.995,0.86703,0.59899,0.50613,1.01417,0.00046438,0.00046438,0.00046438
19,76.4525,0.4822,0.49985,0.95681,0.99664,1,0.995,0.84808,0.64873,0.50819,1.07235,0.000476264,0.000476264,0.000476264
20,80.5706,0.59002,0.47447,0.98242,0.99442,1,0.995,0.86118,0.64193,0.52769,1.07826,0.000486564,0.000486564,0.000486564
21,84.6544,0.5325,0.58059,0.9906,0.99479,1,0.995,0.85824,0.67667,0.57157,1.12203,0.00049528,0.00049528,0.00049528
22,88.7041,0.53556,0.47402,0.98346,0.99268,1,0.995,0.82995,0.74433,0.57209,1.3325,0.000502412,0.000502412,0.000502412
23,92.5604,0.4877,0.51335,0.95731,0.9931,1,0.995,0.84111,0.68549,0.61065,1.24282,0.00050796,0.00050796,0.00050796
24,96.4237,0.58084,0.49501,0.96962,0.99573,1,0.995,0.87433,0.5945,0.60459,1.08004,0.000511924,0.000511924,0.000511924
25,100.308,0.45738,0.47238,0.92943,0.9941,1,0.995,0.90582,0.48608,0.59991,0.95598,0.000514304,0.000514304,0.000514304
26,104.154,0.44511,0.55736,0.99855,0.99488,1,0.995,0.91401,0.47501,0.5505,0.92023,0.0005151,0.0005151,0.0005151
27,107.999,0.70399,0.51521,1.14315,0.99597,1,0.995,0.88857,0.51546,0.53412,0.92844,0.000514312,0.000514312,0.000514312
28,111.862,0.52988,0.5145,0.95378,0.99597,1,0.995,0.88857,0.51546,0.53412,0.92844,0.00051194,0.00051194,0.00051194
29,115.719,0.63059,0.56405,0.96949,0.99649,1,0.995,0.8758,0.57298,0.53376,0.96192,0.000507984,0.000507984,0.000507984
30,119.575,0.58061,0.54565,1.06845,0.99657,1,0.995,0.85627,0.60363,0.54737,0.97107,0.000502444,0.000502444,0.000502444
31,123.431,0.72455,0.53356,1.12713,0.99657,1,0.995,0.85627,0.60363,0.54737,0.97107,0.00049532,0.00049532,0.00049532
32,127.257,0.83684,0.59665,1.1769,0.99649,1,0.995,0.87254,0.58993,0.5456,0.95568,0.000486612,0.000486612,0.000486612
33,131.096,0.53599,0.50933,0.87996,0.99661,1,0.995,0.88281,0.53606,0.51985,0.9324,0.00047632,0.00047632,0.00047632
34,134.92,0.56532,0.51858,1.02942,0.99661,1,0.995,0.88281,0.53606,0.51985,0.9324,0.000464444,0.000464444,0.000464444
35,138.787,0.63618,0.50668,1.01597,0.99643,1,0.995,0.90498,0.4695,0.48207,0.9142,0.000450984,0.000450984,0.000450984
36,142.65,0.42536,0.45923,0.94096,0.99682,1,0.995,0.87906,0.47327,0.46849,0.92559,0.00043594,0.00043594,0.00043594
37,146.467,0.46665,0.42455,0.95009,0.99682,1,0.995,0.87906,0.47327,0.46849,0.92559,0.000419312,0.000419312,0.000419312
38,150.312,0.78592,0.56318,1.02353,0.99701,1,0.995,0.87038,0.49691,0.46548,0.94455,0.0004011,0.0004011,0.0004011
39,154.166,0.5703,0.47767,1.0496,0.99699,1,0.995,0.8727,0.51203,0.46934,0.95683,0.000381304,0.000381304,0.000381304
40,158.011,0.52387,0.43702,0.94335,0.99699,1,0.995,0.8727,0.51203,0.46934,0.95683,0.000359924,0.000359924,0.000359924
41,161.844,0.50667,0.54764,0.86645,0.99691,1,0.995,0.87418,0.50325,0.45495,0.95015,0.00033696,0.00033696,0.00033696
42,165.766,0.47425,0.54195,0.98415,0.99697,1,0.995,0.89131,0.4907,0.44419,0.95145,0.000312412,0.000312412,0.000312412
43,169.592,0.48533,0.5561,1.00922,0.99697,1,0.995,0.89131,0.4907,0.44419,0.95145,0.00028628,0.00028628,0.00028628
44,173.456,0.48751,0.58634,1.05718,0.99686,1,0.995,0.90569,0.48718,0.44739,0.94854,0.000258564,0.000258564,0.000258564
45,177.268,0.47442,0.49105,0.82746,0.99686,1,0.995,0.90569,0.48718,0.44739,0.94854,0.000229264,0.000229264,0.000229264
46,181.086,0.53443,0.51677,0.98285,0.99675,1,0.995,0.90815,0.47386,0.46972,0.93988,0.00019838,0.00019838,0.00019838
47,184.885,0.42607,0.49745,0.96652,0.99675,1,0.995,0.90815,0.47386,0.46972,0.93988,0.000165912,0.000165912,0.000165912
48,189.656,0.45258,0.50079,0.98902,0.99681,1,0.995,0.92243,0.45698,0.47297,0.92337,0.00013186,0.00013186,0.00013186
49,193.65,0.49722,0.84015,1.02552,0.99681,1,0.995,0.92243,0.45698,0.47297,0.92337,9.6224e-05,9.6224e-05,9.6224e-05
50,197.742,0.38445,0.47334,0.98207,0.99683,1,0.995,0.92475,0.45084,0.47039,0.91853,5.9004e-05,5.9004e-05,5.9004e-05
