epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.20508,0.4973,0.56407,0.98074,0.99689,1,0.995,0.90165,0.44891,0.56436,0.9525,2e-05,2e-05,2e-05
2,9.96678,0.45556,0.53771,0.91285,0.99699,1,0.995,0.92549,0.44167,0.55364,0.97021,5.8812e-05,5.8812e-05,5.8812e-05
3,14.425,0.3805,0.52462,0.99817,0.99709,1,0.995,0.91057,0.46754,0.54927,1.01603,9.604e-05,9.604e-05,9.604e-05
4,18.8751,0.37942,0.49505,0.94595,0.9972,1,0.995,0.88927,0.49709,0.58746,1.05571,0.000131684,0.000131684,0.000131684
5,23.3149,0.44148,0.48593,0.90717,0.99724,1,0.995,0.87547,0.52721,0.70034,1.09334,0.000165744,0.000165744,0.000165744
6,27.8533,0.49094,0.53432,0.92075,0.99724,1,0.995,0.85213,0.56195,0.83342,1.08329,0.00019822,0.00019822,0.00019822
7,32.3745,0.59538,0.58713,1.12991,0.99727,1,0.995,0.88519,0.52574,0.69437,1.03277,0.000229112,0.000229112,0.000229112
8,37.3359,0.66295,0.67565,1.20769,0.99596,1,0.995,0.87639,0.56096,0.59582,1.05279,0.00025842,0.00025842,0.00025842
9,42.2461,0.60952,0.56767,1.09946,0.99682,1,0.995,0.87123,0.56575,0.60376,1.06456,0.000286144,0.000286144,0.000286144
10,47.0013,0.39602,0.49178,0.84956,0.99675,1,0.995,0.86719,0.55309,0.59395,1.08306,0.000312284,0.000312284,0.000312284
11,51.5846,0.58098,0.55338,0.92932,0.9968,1,0.995,0.87007,0.55324,0.57735,1.10664,0.00033684,0.00033684,0.00033684
12,56.063,0.45865,0.55772,1.04678,0.997,1,0.995,0.86296,0.58117,0.57074,1.06919,0.000359812,0.000359812,0.000359812
13,60.5899,0.4653,0.54656,0.94592,0.9971,1,0.995,0.85039,0.64216,0.59171,1.05022,0.0003812,0.0003812,0.0003812
14,65.4855,0.45814,0.54718,0.86025,0.99672,1,0.995,0.85683,0.64613,0.6047,1.02352,0.000401004,0.000401004,0.000401004
15,70.1995,0.45954,0.53882,1.03098,0.99702,1,0.995,0.88653,0.59585,0.59526,1.00033,0.000419224,0.000419224,0.000419224
16,74.9037,0.40704,0.50861,0.93465,0.99697,1,0.995,0.88232,0.54983,0.58139,0.99894,0.00043586,0.00043586,0.00043586
17,79.6532,0.5849,0.5321,0.91449,0.9969,1,0.995,0.89971,0.52562,0.56729,1.002,0.000450912,0.000450912,0.000450912
18,84.3655,0.39876,0.4935,0.88712,0.99683,1,0.995,0.87099,0.53914,0.55516,1.01012,0.00046438,0.00046438,0.00046438
19,88.9992,0.56484,0.57649,0.99081,0.99686,1,0.995,0.87066,0.54815,0.57681,1.00508,0.000476264,0.000476264,0.000476264
20,93.609,0.56335,0.56067,0.98926,0.99681,1,0.995,0.89822,0.54258,0.60599,0.98286,0.000486564,0.000486564,0.000486564
