epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,459.426,0.7539,0.67732,1.0226,0.92159,0.98919,0.96236,0.7855,0.73269,0.92783,1.03669,0.000822003,0.000822003,0.000822003
43,470.035,0.78787,0.57022,1.03467,0.92159,0.98919,0.96236,0.7855,0.73269,0.92783,1.03669,0.000827782,0.000827782,0.000827782
44,480.726,0.76638,0.62282,1.03115,0.90924,0.96264,0.9685,0.77115,0.71981,0.79323,1.05107,0.000832902,0.000832902,0.000832902
45,491.942,0.75874,0.64259,1.028,0.90924,0.96264,0.9685,0.77115,0.71981,0.79323,1.05107,0.000837361,0.000837361,0.000837361
46,502.71,0.76078,0.61897,1.05523,0.83962,0.96875,0.8958,0.70012,0.70457,0.69211,1.01629,0.00084116,0.00084116,0.00084116
47,513.427,0.71967,0.60485,1.00391,0.83962,0.96875,0.8958,0.70012,0.70457,0.69211,1.01629,0.000844299,0.000844299,0.000844299
48,524.096,0.79854,0.64973,1.03049,0.71203,0.99811,0.7436,0.63051,0.69162,0.77067,1.02244,0.000846778,0.000846778,0.000846778
49,534.809,0.71412,0.59191,0.98712,0.71203,0.99811,0.7436,0.63051,0.69162,0.77067,1.02244,0.000848596,0.000848596,0.000848596
50,545.51,0.85479,0.68107,1.05933,0.78873,1,0.82386,0.64698,0.7779,1.04065,1.08216,0.000849755,0.000849755,0.000849755
51,556.135,0.74966,0.57259,1.01441,0.78873,1,0.82386,0.64698,0.7779,1.04065,1.08216,0.000841835,0.000841835,0.000841835
52,566.866,0.72707,0.60223,1.04849,0.85533,0.94838,0.96361,0.6996,0.82844,0.97821,1.13216,0.000825332,0.000825332,0.000825332
53,577.495,0.71703,0.53553,1.07279,0.85533,0.94838,0.96361,0.6996,0.82844,0.97821,1.13216,0.000808828,0.000808828,0.000808828
