epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.84737,0.4869,0.59539,0.90939,0.99675,1,0.995,0.93407,0.3646,0.54124,0.8069,1.667e-05,1.667e-05,1.667e-05
2,9.22583,0.51563,0.61624,0.97325,0.99666,1,0.995,0.93619,0.35975,0.51617,0.80464,4.90198e-05,4.90198e-05,4.90198e-05
3,13.595,0.44614,0.51201,0.89419,0.99671,1,0.995,0.93466,0.36683,0.49687,0.80948,8.00493e-05,8.00493e-05,8.00493e-05
4,17.94,0.42006,0.5191,0.93168,0.9967,1,0.995,0.93002,0.39594,0.4992,0.81884,0.000109759,0.000109759,0.000109759
5,22.2792,0.43764,0.54636,0.93846,0.99699,1,0.995,0.92828,0.37424,0.49389,0.81103,0.000138148,0.000138148,0.000138148
6,26.6403,0.42456,0.47092,0.9282,0.99684,1,0.995,0.91885,0.39466,0.53008,0.82476,0.000165216,0.000165216,0.000165216
7,31.0031,0.45097,0.47253,0.91727,0.99692,1,0.995,0.90977,0.43542,0.56341,0.84961,0.000190965,0.000190965,0.000190965
8,35.3374,0.46911,0.55475,0.8979,0.99692,1,0.995,0.91051,0.43374,0.54604,0.84541,0.000215393,0.000215393,0.000215393
9,39.6611,0.51808,0.49854,0.93536,0.99662,1,0.995,0.91041,0.42193,0.52118,0.84158,0.000238501,0.000238501,0.000238501
10,43.9825,0.48615,0.54769,0.93037,0.99565,1,0.995,0.91678,0.42492,0.50969,0.84203,0.000260289,0.000260289,0.000260289
11,48.3175,0.55348,0.58929,0.98595,0.99431,1,0.995,0.91865,0.43614,0.51678,0.84927,0.000280756,0.000280756,0.000280756
12,52.7085,0.45771,0.53231,0.92952,0.99235,1,0.995,0.90323,0.45859,0.53982,0.86334,0.000299903,0.000299903,0.000299903
13,57.043,0.42448,0.45981,0.88678,0.99072,1,0.995,0.91424,0.45236,0.53899,0.86079,0.00031773,0.00031773,0.00031773
14,61.375,0.47613,0.4972,0.94722,0.98568,1,0.995,0.92,0.41354,0.55112,0.83695,0.000334237,0.000334237,0.000334237
15,65.7346,0.417,0.51734,0.95571,0.9763,1,0.995,0.90968,0.43373,0.58486,0.83883,0.000349423,0.000349423,0.000349423
16,70.0894,0.50389,0.52059,0.90592,0.96374,0.99094,0.995,0.8958,0.45033,0.61369,0.85186,0.000363289,0.000363289,0.000363289
17,74.4396,0.45684,0.52023,0.94727,0.97215,0.9798,0.995,0.91342,0.4351,0.60383,0.84681,0.000375835,0.000375835,0.000375835
18,78.7539,0.52197,0.54799,0.90165,0.97186,0.99508,0.995,0.92604,0.40168,0.57754,0.82964,0.000387061,0.000387061,0.000387061
19,83.0851,0.49214,0.49457,0.90817,0.97134,0.99578,0.995,0.92385,0.38369,0.56383,0.82212,0.000396966,0.000396966,0.000396966
20,87.4247,0.47981,0.536,0.89138,0.99161,1,0.995,0.92485,0.39406,0.5447,0.8257,0.000405551,0.000405551,0.000405551
21,91.7287,0.51051,0.56142,0.91796,0.99416,1,0.995,0.91734,0.40848,0.51645,0.82592,0.000412816,0.000412816,0.000412816
22,96.03,0.50873,0.47017,0.93951,0.9947,1,0.995,0.91185,0.40794,0.5082,0.8229,0.00041876,0.00041876,0.00041876
23,100.361,0.508,0.51804,0.92427,0.99658,1,0.995,0.92423,0.39317,0.48658,0.81685,0.000423385,0.000423385,0.000423385
24,104.701,0.48946,0.50979,0.93746,0.99621,1,0.995,0.9314,0.41698,0.49501,0.83207,0.000426689,0.000426689,0.000426689
25,109.055,0.56792,0.53475,0.95635,0.9961,1,0.995,0.92025,0.45276,0.49957,0.85899,0.000428672,0.000428672,0.000428672
26,113.358,0.51273,0.52301,0.94009,0.99365,1,0.995,0.90176,0.47796,0.49703,0.87102,0.000429336,0.000429336,0.000429336
27,117.681,0.55614,0.55261,0.95143,0.99111,1,0.995,0.90912,0.43961,0.49342,0.84724,0.000428679,0.000428679,0.000428679
28,121.989,0.55327,0.59272,0.94035,0.99111,1,0.995,0.90912,0.43961,0.49342,0.84724,0.000426702,0.000426702,0.000426702
29,126.589,0.5252,0.62306,0.96672,0.99373,1,0.995,0.92364,0.40115,0.49239,0.8279,0.000423405,0.000423405,0.000423405
30,131.449,0.52647,0.52743,0.88717,0.99073,1,0.995,0.93539,0.38301,0.50105,0.82075,0.000418787,0.000418787,0.000418787
31,135.768,0.57553,0.60466,0.9473,0.99073,1,0.995,0.93539,0.38301,0.50105,0.82075,0.000412849,0.000412849,0.000412849
32,140.138,0.53391,0.63498,0.95174,0.99271,1,0.995,0.94189,0.36994,0.50491,0.81418,0.000405591,0.000405591,0.000405591
33,144.479,0.44772,0.49837,0.86747,0.9953,1,0.995,0.93177,0.37423,0.52054,0.81238,0.000397013,0.000397013,0.000397013
34,148.813,0.48624,0.52923,0.96738,0.9953,1,0.995,0.93177,0.37423,0.52054,0.81238,0.000387114,0.000387114,0.000387114
35,153.177,0.53923,0.52939,1.01876,0.98965,1,0.995,0.92215,0.37843,0.54622,0.8168,0.000375895,0.000375895,0.000375895
36,157.542,0.53228,0.56635,0.95576,0.98062,1,0.995,0.92006,0.39759,0.56245,0.82491,0.000363356,0.000363356,0.000363356
37,161.871,0.54505,0.58209,0.96973,0.98062,1,0.995,0.92006,0.39759,0.56245,0.82491,0.000349497,0.000349497,0.000349497
38,166.202,0.533,0.50525,0.93399,0.96941,0.99927,0.995,0.92226,0.40111,0.53437,0.82669,0.000334317,0.000334317,0.000334317
39,170.524,0.52716,0.48952,0.95144,0.97064,0.99945,0.995,0.91825,0.40866,0.51132,0.83176,0.000317817,0.000317817,0.000317817
40,174.847,0.44904,0.4675,0.90059,0.97064,0.99945,0.995,0.91825,0.40866,0.51132,0.83176,0.000299997,0.000299997,0.000299997
41,179.212,0.33145,0.62829,0.81333,0.98372,0.99895,0.995,0.92121,0.40205,0.49197,0.83251,0.000280856,0.000280856,0.000280856
42,183.541,0.37376,0.62365,0.86204,0.98803,1,0.995,0.93239,0.37887,0.47619,0.82007,0.000260395,0.000260395,0.000260395
43,187.852,0.4391,0.60703,0.86642,0.98803,1,0.995,0.93239,0.37887,0.47619,0.82007,0.000238614,0.000238614,0.000238614
44,192.171,0.46611,0.66535,0.87146,0.99187,1,0.995,0.93997,0.36704,0.47342,0.81064,0.000215513,0.000215513,0.000215513
45,196.431,0.3931,0.66857,0.85526,0.99187,1,0.995,0.93997,0.36704,0.47342,0.81064,0.000191092,0.000191092,0.000191092
46,200.742,0.3464,0.5471,0.83015,0.99345,1,0.995,0.93997,0.35404,0.47463,0.80408,0.00016535,0.00016535,0.00016535
47,205.011,0.35545,0.58,0.88475,0.99345,1,0.995,0.93997,0.35404,0.47463,0.80408,0.000138288,0.000138288,0.000138288
48,209.306,0.41468,0.63483,0.89668,0.99471,1,0.995,0.94883,0.34295,0.4787,0.80105,0.000109905,0.000109905,0.000109905
49,213.581,0.3127,0.49655,0.82705,0.99471,1,0.995,0.94883,0.34295,0.4787,0.80105,8.02027e-05,8.02027e-05,8.02027e-05
50,217.863,0.31861,0.54273,0.90717,0.99533,1,0.995,0.95448,0.33542,0.47915,0.79902,4.91798e-05,4.91798e-05,4.91798e-05
