epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.42786,0.40528,0.46045,0.87606,0.99312,1,0.995,0.95492,0.32736,0.46773,0.80002,1.667e-05,1.667e-05,1.667e-05
2,8.7802,0.37476,0.48384,0.91034,0.99504,1,0.995,0.96517,0.31164,0.43425,0.79253,4.90198e-05,4.90198e-05,4.90198e-05
3,13.1283,0.36239,0.4057,0.86653,0.99654,1,0.995,0.95229,0.30364,0.39155,0.78771,8.00493e-05,8.00493e-05,8.00493e-05
4,17.5122,0.33544,0.41116,0.88564,0.99665,1,0.995,0.95688,0.30389,0.37826,0.78879,0.000109759,0.000109759,0.000109759
5,21.858,0.36125,0.39162,0.90167,0.9969,1,0.995,0.93845,0.33335,0.39867,0.7973,0.000138148,0.000138148,0.000138148
6,26.2408,0.33786,0.3835,0.87966,0.99687,1,0.995,0.95427,0.32957,0.41178,0.79677,0.000165216,0.000165216,0.000165216
7,30.7163,0.33204,0.36175,0.88375,0.99678,1,0.995,0.95076,0.32244,0.41903,0.79388,0.000190965,0.000190965,0.000190965
8,35.1384,0.37569,0.41884,0.87573,0.9969,1,0.995,0.94011,0.35115,0.44409,0.80692,0.000215393,0.000215393,0.000215393
9,39.8169,0.41753,0.39781,0.90866,0.99695,1,0.995,0.94144,0.35181,0.43358,0.81011,0.000238501,0.000238501,0.000238501
10,44.427,0.37196,0.40794,0.87842,0.99709,1,0.995,0.92788,0.34038,0.40925,0.80715,0.000260289,0.000260289,0.000260289
11,48.7328,0.43528,0.40976,0.92698,0.99714,1,0.995,0.95272,0.33158,0.39173,0.80258,0.000280756,0.000280756,0.000280756
12,53.0294,0.37292,0.40718,0.89543,0.99707,1,0.995,0.95452,0.33146,0.37179,0.80144,0.000299903,0.000299903,0.000299903
13,57.4738,0.37755,0.37121,0.88656,0.99711,1,0.995,0.95896,0.33716,0.36831,0.80369,0.00031773,0.00031773,0.00031773
14,61.8148,0.45793,0.3901,0.93833,0.99706,1,0.995,0.95539,0.33227,0.37435,0.80265,0.000334237,0.000334237,0.000334237
15,66.2056,0.32873,0.41256,0.91122,0.99655,1,0.995,0.94931,0.3376,0.38053,0.81198,0.000349423,0.000349423,0.000349423
16,70.5842,0.43932,0.3969,0.87966,0.99631,1,0.995,0.94332,0.35529,0.38866,0.82055,0.000363289,0.000363289,0.000363289
17,74.9983,0.42544,0.41973,0.9296,0.99589,1,0.995,0.9327,0.36492,0.40116,0.82053,0.000375835,0.000375835,0.000375835
18,79.7087,0.48305,0.44676,0.89163,0.99558,1,0.995,0.92568,0.38815,0.40528,0.82364,0.000387061,0.000387061,0.000387061
19,84.9117,0.4177,0.40287,0.8832,0.99508,1,0.995,0.91655,0.42537,0.41808,0.83422,0.000396966,0.000396966,0.000396966
20,89.9818,0.47617,0.44984,0.88531,0.99494,1,0.995,0.90658,0.43205,0.42093,0.83858,0.000405551,0.000405551,0.000405551
21,94.8753,0.46114,0.42246,0.90681,0.995,1,0.995,0.90954,0.39216,0.41708,0.82698,0.000412816,0.000412816,0.000412816
22,100.072,0.4444,0.40721,0.90344,0.99654,1,0.995,0.93374,0.36861,0.42673,0.81512,0.00041876,0.00041876,0.00041876
23,104.317,0.45131,0.4158,0.89663,0.99631,1,0.995,0.91473,0.41914,0.46919,0.83487,0.000423385,0.000423385,0.000423385
24,108.784,0.4589,0.44808,0.93749,0.99595,1,0.995,0.90049,0.462,0.47436,0.85275,0.000426689,0.000426689,0.000426689
25,113.142,0.52086,0.45735,0.91824,0.99486,1,0.995,0.90722,0.45191,0.46841,0.84811,0.000428672,0.000428672,0.000428672
26,118.184,0.51711,0.42725,0.93735,0.99376,1,0.995,0.91631,0.41649,0.48175,0.83939,0.000429336,0.000429336,0.000429336
27,122.672,0.4837,0.44877,0.91333,0.99551,1,0.995,0.92546,0.38707,0.4828,0.82152,0.000428679,0.000428679,0.000428679
28,127.216,0.43463,0.46485,0.9023,0.99551,1,0.995,0.92546,0.38707,0.4828,0.82152,0.000426702,0.000426702,0.000426702
29,131.638,0.4848,0.52613,0.93591,0.99503,1,0.995,0.92287,0.40617,0.49101,0.82115,0.000423405,0.000423405,0.000423405
30,136.017,0.48584,0.45122,0.86271,0.98651,1,0.995,0.92544,0.42015,0.50096,0.82572,0.000418787,0.000418787,0.000418787
31,140.411,0.49049,0.46735,0.90282,0.98651,1,0.995,0.92544,0.42015,0.50096,0.82572,0.000412849,0.000412849,0.000412849
32,144.93,0.50022,0.4893,0.93829,0.99154,1,0.995,0.91896,0.42575,0.48497,0.83337,0.000405591,0.000405591,0.000405591
33,149.285,0.44193,0.40514,0.86633,0.9967,1,0.995,0.92425,0.4097,0.45376,0.83173,0.000397013,0.000397013,0.000397013
34,153.689,0.47866,0.42331,0.93988,0.9967,1,0.995,0.92425,0.4097,0.45376,0.83173,0.000387114,0.000387114,0.000387114
35,158.06,0.40379,0.45142,0.95691,0.99696,1,0.995,0.9339,0.38936,0.4163,0.82667,0.000375895,0.000375895,0.000375895
36,162.479,0.5097,0.4813,0.93573,0.99654,1,0.995,0.92259,0.38395,0.40347,0.8248,0.000363356,0.000363356,0.000363356
