epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.5113,0.53294,0.68234,0.92588,0.99649,1,0.995,0.92801,0.40745,0.65711,0.82832,1.667e-05,1.667e-05,1.667e-05
2,8.96168,0.6109,0.70216,1.00952,0.99599,1,0.995,0.92494,0.38996,0.60877,0.82262,4.90198e-05,4.90198e-05,4.90198e-05
3,13.3826,0.52487,0.64991,0.92885,0.99624,1,0.995,0.90931,0.44243,0.57832,0.84343,8.00493e-05,8.00493e-05,8.00493e-05
4,17.7376,0.56059,0.6248,1.00951,0.99659,1,0.995,0.91969,0.42243,0.5451,0.83536,0.000109759,0.000109759,0.000109759
5,22.1252,0.52347,0.62962,1.00646,0.99678,1,0.995,0.91954,0.40524,0.56834,0.82594,0.000138148,0.000138148,0.000138148
6,26.5115,0.46312,0.55648,0.94243,0.99622,1,0.995,0.88595,0.50415,0.6448,0.87798,0.000165216,0.000165216,0.000165216
7,30.9392,0.51505,0.60573,0.94702,0.99638,1,0.995,0.88584,0.51938,0.63719,0.89208,0.000190965,0.000190965,0.000190965
8,35.992,0.54673,0.67762,0.94268,0.99559,1,0.995,0.89706,0.48623,0.61375,0.87957,0.000215393,0.000215393,0.000215393
9,40.465,0.56729,0.57942,0.95788,0.9948,1,0.995,0.89322,0.48104,0.59739,0.87963,0.000238501,0.000238501,0.000238501
10,45.0347,0.57027,0.65608,0.95143,0.99482,1,0.995,0.88541,0.49418,0.58396,0.88771,0.000260289,0.000260289,0.000260289
11,49.6755,0.69689,0.68279,1.04934,0.99452,1,0.995,0.88503,0.50371,0.57928,0.89842,0.000280756,0.000280756,0.000280756
12,54.4391,0.60617,0.63215,0.9808,0.99329,1,0.995,0.88224,0.53817,0.61049,0.92299,0.000299903,0.000299903,0.000299903
13,59.1782,0.55269,0.57622,0.9345,0.99231,1,0.995,0.86743,0.588,0.62687,0.95965,0.00031773,0.00031773,0.00031773
14,63.8348,0.60947,0.63796,1.01026,0.99311,1,0.995,0.8583,0.63488,0.6261,0.98269,0.000334237,0.000334237,0.000334237
15,68.3113,0.45578,0.66431,0.99242,0.99497,1,0.995,0.87009,0.60486,0.60674,0.9524,0.000349423,0.000349423,0.000349423
16,72.7773,0.68029,0.61359,0.95845,0.99644,1,0.995,0.89162,0.51869,0.58146,0.88907,0.000363289,0.000363289,0.000363289
17,77.2773,0.5425,0.62959,0.98711,0.9923,1,0.995,0.91766,0.45387,0.57696,0.85473,0.000375835,0.000375835,0.000375835
18,81.7331,0.60111,0.64117,0.93207,0.99292,1,0.995,0.8938,0.46094,0.57215,0.85401,0.000387061,0.000387061,0.000387061
19,86.6572,0.58977,0.62098,0.95334,0.99401,1,0.995,0.90532,0.46018,0.57596,0.85012,0.000396966,0.000396966,0.000396966
20,91.2602,0.5783,0.69211,0.9298,0.99362,1,0.995,0.89818,0.46574,0.58667,0.84783,0.000405551,0.000405551,0.000405551
21,95.7119,0.55078,0.63057,0.93536,0.99523,1,0.995,0.8805,0.51827,0.60177,0.88021,0.000412816,0.000412816,0.000412816
22,100.137,0.56624,0.59375,0.93913,0.99564,1,0.995,0.87852,0.57294,0.61651,0.9126,0.00041876,0.00041876,0.00041876
23,104.729,0.54875,0.59721,0.93843,0.99525,1,0.995,0.87603,0.57376,0.62869,0.91812,0.000423385,0.000423385,0.000423385
24,109.435,0.55317,0.61732,0.99312,0.99575,1,0.995,0.89713,0.52442,0.62515,0.90015,0.000426689,0.000426689,0.000426689
25,113.925,0.61803,0.62048,1.00756,0.99711,1,0.995,0.90188,0.48823,0.62323,0.87852,0.000428672,0.000428672,0.000428672
26,118.436,0.61208,0.61531,0.98766,0.99695,1,0.995,0.92241,0.44098,0.60449,0.8477,0.000429336,0.000429336,0.000429336
